Менші підрозділи,Unnamed: 1,"Роти, батареї","Батальйони, дивізіони",Unnamed: 4,unit_ru,unit_en,unit,uhit_short,division_ru,division_en,division,army_ru,army_en,army,district,main,mil_part,city,region,ru_s,ru_f,crimes,location,ua_f,ua_s,sourse
ffff,ffff,ffff,ffff,ffff,26-й танковий полк,26th-tank-regiment,26-й танковий полк,26 тп,"47-я гвардейская танковая Нижнеднепровская Краснознамённая, ордена Богдана Хмельницкого дивизия",47th-Guardian-tank-Vizzia,47-я гвардейская танковая дивизия,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,Невідомо,Мулино,Нижегородская область,56.314163,42.951706,Yes,Україна,30.53048327570896,50.43818733707324,
ffff,ffff,ffff,ffff,ffff,Управління 2-ї мотострілецької дивізії,Management-of-the-2nd-Motorial-Division,Управління 2-ї мотострілецької дивізії,ffff,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 23626,Калининец,Московская область,55.5567119,36.9723013,,,,,
ffff,ffff,ffff,ffff,ffff,"1-й гвардейский мотострелковый севастопольский краснознамённый, ордена александра невского полк имени 60-летия ссср",1st-Guards-Motorized-Rifle-Regiment,1-й гвардійський мотострілецький полк,1 гв. мсп.,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 31135,Калининец,Московская область,55.5567119,36.9723013,Yes,Україна,30.53048327570892,50.43818733707284,
ffff,ffff,ffff,ffff,ffff,"15-й гвардейский мотострелковый шавлинский ордена ленина, краснознамённый полк",The-15th-Guards-Motorized-Rifle-Regiment,15-й гвардійський мотострілецький полк,15 гв. мсп.,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 31134,Калининец,Московская область,55.5567119,36.9723013,Yes,Україна,30.53048327570893,50.43818733707302,https://t.me/rf200_nooow/731
ffff,ffff,ffff,ffff,ffff,"1-й гвардейский танковый чертковский дважды ордена ленина, краснознамённый, орденов суворова, кутузова и богдана хмельницкого полк имени маршала бронетанковых войск м. е. катукова",1st-Guards-Tank-Regiment,1-й гвардійський танковий полк,1 гв. тп.,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 58198,Калининец,Московская область,55.5567119,36.9723013,Yes,Україна,30.53048327570892,50.43818733707285,
ffff,ffff,ffff,ffff,ffff,"147-й гвардейский самоходный артиллерийский симферопольский краснознамённый орденов суворова, кутузова и александра невского полк",147th-artillery-self-propelled-regiment,147-й артилерійський самохідний полк,147 гв. сап.,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 73966,Калининец,Московская область,55.5567119,36.9723013,,,,,
ffff,ffff,ffff,ffff,ffff,1117-й зенитный ракетный полк,1117th-anti-aircraft-missile-regiment,1117-й зенітний ракетний полк,1117 зенрп,2-я гвардейская Таманская мотострелковая дивизия,2nd-Guards-Motorized-Division,2-га гвардійська мотострілецька дивізія,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 51382,Калининец,Московская область,55.5567119,36.9723013,,,,,
ffff,ffff,ffff,управление,ffff,27-я отдельная гвардейская мотострелковая севастопольская краснознамённая бригада имени 60-летия образования ссср,27-Separate-Guards-Motorized-Rifle-Brigade,27-ма окрема гвардійська мотострілецька бригада,27 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 61899,г. Москва,Московская область,55.4114045,37.582203583430186,Yes,Україна,30.53048327570896,50.43818733707325,
ffff,ffff,ffff,ffff,ffff,"288-я артиллерийская варшавская, бранденбургская краснознамённая, орденов кутузова, богдана хмельницкого и красной звезды бригада",288-artillery-brigade,288-ма артилерійська бригада,288 абр.,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 30683,п. Мулино,Нижегородская область,56.314163,42.951706,Yes,Україна,30.53048327570896,50.43818733707326,https://t.me/informnapalm/7594
ffff,ffff,ffff,ffff,ffff,"112-я гвардейская ракетная новороссийская ордена ленина, дважды краснознамённая, орденов суворова, кутузова, богдана хмельницкого и александра невского бригада",112nd-missile-brigade,112-та ракетна бригада,112 гв. рбр,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 03333,г. Шуя,Ивановская область,56.8355942,41.2995596,,,,,
ffff,ffff,ffff,ffff,ffff,49-я зенитная ракетная бригада,49th-anti-aircraft-missile-brigade,49-та зенітна ракетна бригада,49 зрбр.,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 21555,г. Смоленск,Смоленская область,54.8964709,33.2762468,,,,,
ffff,ffff,ffff,ffff,ffff,60-я бригада управления,60th-Management-Brigade,60-та бригада управління,60 бру.,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 76736,п. Селятино,Московская область,55.5196976,36.9608919,,,,,
ffff,ffff,ffff,ffff,ffff,96-я отдельная разведывательная бригада,96th-Separate-Intelligence-Brigade,96-та окрема розвідувальна бригада,96 орабр,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 52634,г. Нижний Новгород,ffff,56.302915787111225,43.92139707960205,Yes,Україна,30.530483275709017,50.43818733707384,
ffff,ffff,ffff,ffff,ffff,6-й инженерно-сапёрный полк,6th-engineering-sapl,6-й інженерно-саперний полк,6 ісап,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,Невідомо,г. Ростов Великий,Ярославская область,57.197165037695065,39.42273970348827,,,,,
ffff,ffff,ffff,ffff,ffff,20-й полк рхб защиты,The-20th-Regiment-of-RCB-Protection,20-й полк РХБ захисту,20 прхбз,ffff,Army-subordination,Армійського підпорядкування,1-я гвардейская танковая армия,1st-Guards-Army,1-ша гвардійська танкова армія,Западный военный округ,Армія РФ,в/ч 12102,пгт. Центральный,Нижегородская область,56.29545882988099,42.793322767916486,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 6-ї армії,Management-of-the-6th-Army,Управління 6-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 31807,п. Агалатово,Ленинградская область,60.2186937,30.2931287,,,,,
ffff,ffff,ffff,667-й отдельный гвардейский мотострелковый ленинградский батальон;,ffff,"138-я отдельная гвардейская мотострелковая красносельская ордена ленина, краснознамённая бригада",138-Separate-Guards-Motorized-Rifle-Brigade,138-ма окрема гвардійська мотострілецька бригада,138 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 02511,п. Каменка,Ленинградская область,60.449619072652894,29.076059986766516,Yes,Україна,30.53048327570902,50.43818733707389,
ffff,ffff,ffff,управление,ffff,25-я отдельная гвардейская мотострелковая севастопольская краснознамённая бригада имени латышских стрелков,The-25th-Separate-Guards-Motorized-Rifle-Brigade,25-та окрема гвардійська мотострілецька бригада,25 гв. омсбр.,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 29760,Луга,Ленинградская область,58.735699,29.8475013,Yes,Україна,30.530483275708956,50.43818733707322,https://t.me/rf200_nooow/142
ffff,ffff,ffff,ffff,ffff,"9-я гвардейская артиллерийская келецко-берлинская орденов кутузова, богдана хмельницкого, александра невского и красной звезды бригада",9t-artillery-brigade,9та артилерійська бригада,9 гв. абр.,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 02561,Луга,Ленинградская область,58.735699,29.8475013,,,,,
ffff,ffff,ffff,ffff,ffff,"26-я ракетная неманская краснознамённая, орденов суворова, кутузова и александра невского бригада",26th-missile-brigade,26-та ракетна бригада,26 рбр.,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 54006,Луга,Ленинградская область,58.735699,29.8475013,,,,,
ffff,ffff,ffff,ffff,ffff,5-я зенитная ракетная бригада,The-5th-anti-aircraft-missile-brigade,5-та зенітна ракетна бригада,5 зрбр,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 74429,г. Санкт-Петербург,Ленинградская область,59.853953,30.4981555,,,,,
ffff,ffff,ffff,ffff,ffff,95-я ленинградская краснознамённая бригада управления имени 50-летия образования ссср,95th-Management-Brigade,95-та бригада управління,95 бру.,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 13821,г. Санкт-Петербург,Ленинградская область,59.853953,30.4981555,,,,,
ffff,ffff,ffff,ffff,ffff,30-й инженерно-сапёрный полк,30th-engineering-sapper-regiment,30-й інженерно-саперний полк,30 ісп,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 31810,д. Керро,Ленинградская область,60.31712795416234,30.315272526376308,,,,,
ffff,ffff,ffff,ffff,ffff,6-й отдельный полк рхб защиты,6th-Separate-Regiment-of-RCB-Protection,6-й окремий полк РХБ захисту,6 опрхбз,ffff,Army-subordination,Армійського підпорядкування,6-я общевойсковая Краснознамённая армия,6th-General-Army,6-та загальновійськова армія,Западный военный округ,Армія РФ,в/ч 12086,п. Сапёрное),Ленинградская область,60.713028,29.962864,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 20-ї армії,Management-of-the-20th-Army,Управління 20-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 89425,г. Воронеж,Воронежская область,51.67634597908615,39.17866819583256,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,штаб дивизии,Management-of-the-3rd-Motorial-Division,Управління 3-ї мотострілецької дивізії,ffff,"3-я мотострелковая Висленская Краснознамённая, орденов Суворова и Кутузова дивизия",3rd-Motorized-Division,3-тя мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 54046,г. Нижний Новгород,ffff,56.302915787111225,43.92139707960205,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,252-й гвардейский мотострелковый орденов суворова и александра невского полк,252th-Guards-Motorized-Rifle-Regiment,252-й гвардійський мотострілецький полк,252 гв. мсп.,"3-я мотострелковая Висленская Краснознамённая, орденов Суворова и Кутузова дивизия",3rd-Motorized-Division,3-тя мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 91711,Богучар,Воронежская область,49.9322488,40.5489840822975,Yes,Україна,30.530483275708956,50.43818733707323,
ffff,ffff,ffff,ffff,ffff,752-й гвардейский мотострелковый полк,752th-Guards-Motorized-Rifle-Regiment,752-й гвардійський мотострілецький полк,752 гв. мсп.,"3-я мотострелковая Висленская Краснознамённая, орденов Суворова и Кутузова дивизия",3rd-Motorized-Division,3-тя мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 34670,г. Валуйки,Белгородская область,50.1911974,38.1284713,Yes,Україна,30.53048327570901,50.43818733707377,
ffff,ffff,ffff,ffff,ffff,"237-й танковый краснознамённый, орденов александра суворова и богдана хмельницкого полк",237th-Panzer-Regiment,237-й танковий полк,237 тп.,"3-я мотострелковая Висленская Краснознамённая, орденов Суворова и Кутузова дивизия",3rd-Motorized-Division,3-тя мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 91726,Солоти,Белгородская область,50.285862906622526,38.05183463322098,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,"99-й гвардейский самоходный артиллерийский померанский краснознамённый, орденов суворова и кутузова полк",99th-Guards-Self-Propelled-Artillery-Regiment,99-й гвардійський самохідний артилерійський полк,99 гв. сап.,"3-я мотострелковая Висленская Краснознамённая, орденов Суворова и Кутузова дивизия",3rd-Motorized-Division,3-тя мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 91727,Богучар,Воронежская область,49.9322488,40.5489840822975,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,Управління 144-ї мотострілецької дивізії,Management-of-the-144th-Motorial-Division,Управління 144-ї мотострілецької дивізії,ffff,144-я гвардейская мотострелковая дивизия,144th-Guards-Motorized-Division,144-та гвардійська мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 23060,г. Смоленск,Смоленская область,54.8964709,33.2762468,,,,,
ffff,ffff,ffff,ffff,ffff,254-й гвардейский мотострелковый полк имени александра матросова,254th-Guards-Motorized-Rifle-Regiment,254-й гвардійський мотострілецький полк,254 гв. мсп.,144-я гвардейская мотострелковая дивизия,144th-Guards-Motorized-Division,144-та гвардійська мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 91704,с. Займище,Брянская область,52.7278242913616,32.229840951609035,,,,,
ffff,ffff,ffff,ffff,ffff,"488-й мотострелковый симферопольский краснознамённый, ордена суворова полк имени серго орджоникидзе",488th-Motorized-Rifle-Regiment,488-й мотострілецький полк,488 мсп.,144-я гвардейская мотострелковая дивизия,144th-Guards-Motorized-Division,144-та гвардійська мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 12721,г. Клинцы,Брянская область,52.7480341,32.2371955,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,"59-й гвардейский танковый люблинский дважды краснознамённый, орденов суворова и кутузова полк",59th-Guards-Tank-Regiment,59-й гвардійський танковий полк,59 гв. тп.,144-я гвардейская мотострелковая дивизия,144th-Guards-Motorized-Division,144-та гвардійська мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,Невідомо,г. Ельня.,Смоленская область,54.5742236,33.1608864,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,"856-й гвардейский самоходный артиллерийский кобринский краснознамённый, ордена богдана хмельницкого полк",856th-Guards-Self-Produced-Artillery-Regiment,856-й гвардійський самоходний артилерійський полк,856 гв. сап.,144-я гвардейская мотострелковая дивизия,144th-Guards-Motorized-Division,144-та гвардійська мотострілецька дивізія,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 23857,Почеп,Брянская область,52.92878,33.454536,Yes,Україна,30.530483275709013,50.43818733707382,
ffff,ffff,ffff,ffff,ffff,236-я артиллерийская бригада,236th-Artillery-Brigade,236-та артилерійська бригада,236 абр.,ffff,Army-subordination,Армійського підпорядкування,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,Невідомо,г. Коломна,Московская область,55.096438,38.77133087872614,,,,,
ffff,ffff,ffff,ffff,ffff,448-я ракетная бригада имени с. п. непобедимого,448-missile-brigade,448-ма ракетна бригада,448 рбр.,ffff,Army-subordination,Армійського підпорядкування,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 35535,г. Курск,Курская область,51.6941037,36.15473972538869,Yes,Україна,30.53048327570898,50.43818733707348,
ffff,ffff,ffff,ffff,ffff,53-я зенитная ракетная берлинская бригада,53-day-anti-aircraft-missile-brigade,53-тя зенітна ракетна бригада,53 зрбр.,ffff,Army-subordination,Армійського підпорядкування,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 32406,посёлок Маршала Жукова,Курская область,51.7135353,36.3302263,Yes,Україна,30.53048327570908,50.43818733707444,https://militaryland.net/ukraine/deployment-map/
ffff,ffff,ffff,ffff,ffff,"9-я гвардейская львовско-берлинская орденов богдана хмельницкого, александра невского и красной звезды бригада управления",9th-Guards-Brigade,9-та гвардійська бригада управління,9 гв. бру.,ffff,Army-subordination,Армійського підпорядкування,20-я гвардейская Краснознамённая армия,20th-Army,20-та армія,Западный военный округ,Армія РФ,в/ч 31895,г. Воронеж,Воронежская область,51.67634597908615,39.17866819583256,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 76-ї десантно-штурмової дивізії,Management-of-the-76th-Airborne-Assault-Division,Управління 76-ї десантно-штурмової дивізії,ffff,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 07264,Псков,Псковская область,57.8173923,28.3343465,,,,,
ffff,ffff,ffff,ffff,ffff,"104-й гвардейский десантно-штурмовой краснознамённый, ордена кутузова полк",104th-Guards-Airborne-Outstone-Regiment,104-й десантно-штурмовий полк,104 дшп,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 32515,посёлок Черёха,Псковская область,57.4913,28.8886,Yes,Буча,30.53048327570897,50.43818733707342,
ffff,ffff,ffff,ffff,ffff,234-й гвардейский десантно-штурмовой черноморский ордена кутузова полк имени александра невского,234th-Guards-Airborne-Outstone-Regiment,234-й десантно-штурмовий полк,234 дшп,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 74268,Псков,Псковская область,57.8173923,28.3343465,Yes,Буча,30.53048327570897,50.43818733707342,
ffff,ffff,ffff,ffff,ffff,237-й гвардейский десантно-штурмовой торуньский краснознамённый полк,237th-Guards-Airborne-Outstone-Regiment,237-й гвардійський десантно-штурмовий полк,237 гв. дшп.,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 12865,Псков,Псковская область,57.8173923,28.3343465,,,,,
ffff,ffff,ffff,ffff,ffff,1140-й гвардейский артиллерийский дважды краснознамённый полк,1140th-Guards-Artillery-Regiment,1140-й гвардійський артилерійський полк,1140 гвап,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 45377,Псков,Псковська область,57.8173923,28.3343465,Yes,Суходільськ,48.34825280624062,39.71840784365303,https://uk.wikipedia.org/wiki/1140-%D0%B9_%D0%B0%D1%80%D1%82%D0%B8%D0%BB%D0%B5%D1%80%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BE%D0%BB%D0%BA_(%D0%A0%D0%A4)
ffff,ffff,ffff,ffff,ffff,4-й гвардейский зенитный ракетный полк,4rd-Guards-Anti-aircraft-Missile-Regiment,4-й зенітний ракетний полк,3 гвзенрп,"76-я гвардейская десантно-штурмовая Черниговская Краснознамённая, ордена Суворова дивизия",76th-Guards-Airborne-Turma-Division,76-та гвардійська десантно-штурмова дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 81430,Псков,Псковська область,57.8173923,28.3343465,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 98-ї повітняно-десантної дивізії,Management-of-the-98th-Airborne-Division,Управління 98-ї повітняно-десантної дивізії,ffff,"98-я гвардейская воздушно-десантная Свирская Краснознамённая, ордена Кутузова дивизия имени 70-летия Великого Октября",98th-Airborne-Division,98-ма повітряно-десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 65451,г. Иваново,Ивановская область,57.0043037,40.974044250000006,,,,,
ffff,ffff,ffff,1-й парашютно-десантный батальон,ffff,217-й гвардейский парашютно-десантный ивановский ордена кутузова полк,217th-Guards-Parachut-Destant-Regiment,217-й гвардійський парашутно-десантний полк,217 гвпдп,"98-я гвардейская воздушно-десантная Свирская Краснознамённая, ордена Кутузова дивизия имени 70-летия Великого Октября",98th-Airborne-Division,98-ма повітряно-десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 65451,г. Иваново,Ивановская область,57.0043037,40.974044250000006,,,,,
ffff,ffff,ffff,управление полка,ffff,331-й гвардейский парашютно-десантный ударный костромской полк,331th-Guards-Parachut-Destanti,331-й парашутно-десантнйи ударний полк,331 пдп,"98-я гвардейская воздушно-десантная Свирская Краснознамённая, ордена Кутузова дивизия имени 70-летия Великого Октября",98th-Airborne-Division,98-ма повітряно-десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 71211,г. Кострома,Костромская область,57.74934795,40.97614163435625,Yes,Буча,30.53048327570897,50.43818733707342,
ffff,ffff,ffff,ffff,ffff,1065-й гвардейский артиллерийский краснознамённый полк,1065-Guards-Artillery-Regiment,1065-й гвардійський артилерійський полк,1065 гв. ап.,"98-я гвардейская воздушно-десантная Свирская Краснознамённая, ордена Кутузова дивизия имени 70-летия Великого Октября",98th-Airborne-Division,98-ма повітряно-десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 62297,г. Кострома,Костромская область,57.74934795,40.97614163435625,,,,,
ffff,ffff,ffff,ffff,ffff,5-й гвардейский зенитный ракетный полк,5th-Guards-anti-aircraft-missile-regiment,5-й гвардійський зенітний ракетний полк,5 гвзенрп,"98-я гвардейская воздушно-десантная Свирская Краснознамённая, ордена Кутузова дивизия имени 70-летия Великого Октября",98th-Airborne-Division,98-ма повітряно-десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,Невідомо,г. Иваново,Ивановская область,57.0043037,40.974044250000006,,,,,
ffff,ffff,ffff,управление,ffff,Управління 106-ї повітняно-десантної дивізії,Management-of-the-106th-Airborne-Division,Управління 106-ї повітняно-десантної дивізії,ffff,"106-я гвардейская воздушно-десантная Тульская Краснознамённая, ордена Кутузова дивизия",106th-Guards-Air-Airborne-Division,106-та гвардійська повітряно десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 55599,г. Тула,Тульськая область,54.22166075,37.71339645958907,,,,,
ffff,ffff,ffff,штаб,ffff,"51-й гвардейский парашютно-десантный краснознамённый, ордена суворова полк имени дмитрия донского",51st-Guards-Parachut-Destant-Regiment,51-й гвардійський парашутно-десантний полк,51 гв. пдп,"106-я гвардейская воздушно-десантная Тульская Краснознамённая, ордена Кутузова дивизия",106th-Guards-Air-Airborne-Division,106-та гвардійська повітряно десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 33842,г. Тула,Тульськая область,54.22166075,37.71339645958907,,,,,
ffff,ffff,ffff,ffff,ffff,137-й гвардейский парашютно-десантный рязанский ордена красной звезды кубанский казачий полк,137th-Guards-Parachut-Destant-Regiment,137-й парашутно-десантний полк,137 пдп,"106-я гвардейская воздушно-десантная Тульская Краснознамённая, ордена Кутузова дивизия",106th-Guards-Air-Airborne-Division,106-та гвардійська повітряно десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 41450,г. Рязань,ffff,54.619186,39.75929577657348,Yes,Буча,30.53048327570897,50.43818733707342,
ffff,ffff,ffff,ffff,ffff,"1182-й гвардейский артиллерийский новгородский краснознамённый, орденов суворова, кутузова, богдана хмельницкого и александра невского полк",1182th-Garvary-Artillery-Regiment,1182-й гварійський артилерійський полк,1182 гв. ап.,"106-я гвардейская воздушно-десантная Тульская Краснознамённая, ордена Кутузова дивизия",106th-Guards-Air-Airborne-Division,106-та гвардійська повітряно десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 93723,г. Наро-Фоминск,Московская область,55.3879473,36.7398309,,,,,
ffff,ffff,ffff,ffff,ffff,1-й гвардейский зенитно-ракетный полк,1st-Guards-anti-aircraft-rocket-regiment,1-й гвардійський зенітно-ракетний полк,1 гвзенрп,"106-я гвардейская воздушно-десантная Тульская Краснознамённая, ордена Кутузова дивизия",106th-Guards-Air-Airborne-Division,106-та гвардійська повітряно десантна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,в/ч 71298,г. Наро-Фоминск,Московская область,55.3879473,36.7398309,,,,,
ffff,ffff,ffff,ffff,ffff,45-я отдельная гвардейская орденов кутузова и александра невского бригада специального назначения,45th-Special-Guards-Brigade-of-Special-Purpose,45-та бригада спеціального призначення,45 бсп,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Западный военный округ,Армія РФ,Невідомо,г. Москва,Московская область,55.4114045,37.582203583430186,Yes,Буча,30.53048327570897,50.43818733707342,
