unit,unit_en,division,army,district,crimes,mil_part,region,city,uhit_short,id
38-ма зенітна ракетна бригада,38-anti-aircraft-missile-brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Єврейська автономна область,с. Птічнік,ffff,Східний військовий округ.38-ма зенітна ракетна бригада
3828-ма база МТО,3828-MTO-base,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Приморський край,м. Павловськ,3828 бмто,Східний військовий округ.3828-ма база МТО
50-та залізнична бригада,50th-Separate-Railway-Brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,в/ч 03415,Амурська область,смт. Вободний,ffff,Східний військовий округ.50-та залізнична бригада
7-ма залізнична бригада,7th-separate-railway-brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Хабаровський край,м. Комсомольск-на-Амурі,ffff,Східний військовий округ.7-ма залізнична бригада
7018-та база зберігання,7018th-storage-base,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Забайкальський край,смт. Дровяная,7018 бзб,Східний військовий округ.7018-та база зберігання
7020-та база зберігання,7020-storage-base,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Приморський край,м. Уссурійськ,7020 бзб,Східний військовий округ.7020-та база зберігання
7021-ша база зберігання,7021-sha-storage-base,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Амурська область,смт. Нікольскоє,7021 бзб,Східний військовий округ.7021-ша база зберігання
79-та ракетна бригада,79th-missile-brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Сахалінська область,о. Сахалін,ffff,Східний військовий округ.79-та ракетна бригада
83-тя  десантно-штурмова бригада,83rd-Separate-Guards-Airborne-Stock-Brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,Yes,в/ч 71289,Приморський край,м. Уссурійськ,83 гв одшбр,Східний військовий округ.83-тя  десантно-штурмова бригада
88-ма радіотехнічна бригада особливого призначення,88-Separate-Special-Purpose-Radio-Technical-Brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,Yes,Невідомо,Республіка Бурятія,м. Улан-Уде,88 орадбрспн,Східний військовий округ.88-ма радіотехнічна бригада особливого призначення
92-га радіотехнічна бригада,92th-Radio-Technical-Brigade,Армійського підпорядкування,Окружного підпорядкування,Східний військовий округ,False,Невідомо,Приморський край,с. Старосисоєвка,92 радбр,Східний військовий округ.92-га радіотехнічна бригада
,Management-25-Divisions-of-submarines,,,Східний військовий округ,False,в/ч 36030,Камчатський край,Бухта Крашеннікова,ffff,Східний військовий округ.Тихоокеанський флот
,ffff,,,Східний військовий округ,False,в/ч 60092,Камчатський край,Бухта Крашеннікова,ffff,Східний військовий округ.Тихоокеанський флот.10-та дивізія підводних човнів
,Management-25-Divisions-of-submarines,,,Східний військовий округ,False,в/ч 36030,Камчатський край,Бухта Крашеннікова,ffff,Східний військовий округ.Тихоокеанський флот.25-та дивізія підводних човнів
Управління 25 дивізії підводних човнів,Management-25-Divisions-of-submarines,25-та дивізія підводних човнів,Тихоокеанський флот,Східний військовий округ,False,в/ч 36030,Камчатський край,Бухта Крашеннікова,ffff,Східний військовий округ.Тихоокеанський флот.25-та дивізія підводних човнів.Управління 25 дивізії підводних човнів
,ffff,,,Східний військовий округ,False,ffff,ffff,ffff,ffff,Східний військовий округ.Тихоокеанський флот.36-та дивізія човнів
100-та бригада десантних кораблів,100th-brigade-of-landing-ships,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,м. Фокіно,ffff,Східний військовий округ.Тихоокеанський флот.100-та бригада десантних кораблів
114-та бригада човнів охорони водного району,The-114th-Brigade-of-the-Boats-of-the-Water-District,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,Невідомо,Камчатський край,Бухта Ільічьова,ffff,Східний військовий округ.Тихоокеанський флот.114-та бригада човнів охорони водного району
1532-й зенітно ракетний полк,1532-anti-aircraft-missile-regiment,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,Невідомо,Камчатський край,м. Петропавловск-Камчанскій,ffff,Східний військовий округ.Тихоокеанський флот.1532-й зенітно ракетний полк
155-та бригада морської піхоти,155th-Separate-Guards-Brigade-of-Marines,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,в/ч 30926,Приморський край,смт. Славянка,155 бмп,Східний військовий округ.Тихоокеанський флот.155-та бригада морської піхоти
165-та бригада надводних кораблів,165th-Brigade-of-Square-Ships,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,бухта Великий Улісс,ffff,Східний військовий округ.Тихоокеанський флот.165-та бригада надводних кораблів
19-та бригада підводних човнів,19th-Brigade-of-Submarines,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,Бухта Малий Улісс,ffff,Східний військовий округ.Тихоокеанський флот.19-та бригада підводних човнів
216-й полк РЕБ,216th-Separate-Regiment-Reb,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Камчатський край,смт. Англічанка,ffff,Східний військовий округ.Тихоокеанський флот.216-й полк РЕБ
317-й авіаційний полк,317th-Separate-Aviation-Regiment,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Камчатський край,м. Єлізово,ffff,Східний військовий округ.Тихоокеанський флот.317-й авіаційний полк
40-ва бригада морської піхоти,40th-Separate-Marines-Brigade,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,в/ч 10103,Камчатський край,м. Петропавловск-Камчанскій,40 обрмп,Східний військовий округ.Тихоокеанський флот.40-ва бригада морської піхоти
44-та бригада протикорабельних човнів,44th-Brigade-of-anti-ship-boats,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,м. Владивосток,ffff,Східний військовий округ.Тихоокеанський флот.44-та бригада протикорабельних човнів
474-1 центр РЕБ,474-1-Center-of-the-Reb,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,в/ч 10604,Приморський край,смт. Штиково,ffff,Східний військовий округ.Тихоокеанський флот.474-1 центр РЕБ
520-та берегова ракетно-артилерійська бригада,520th-Separate-Coast-Rocket-Artillery-Brigade,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,Невідомо,Камчатський край,смт. Англічанка,ffff,Східний військовий округ.Тихоокеанський флот.520-та берегова ракетно-артилерійська бригада
703-й центр МТО,703th-Center-of-MTO,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,в/ч 25030-6,Приморський край,м. Фокіно,ffff,Східний військовий округ.Тихоокеанський флот.703-й центр МТО
7062-га авіаційна база,7062-g-Aviation-Base,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,Yes,в/ч 62250,Приморський край,с. Ніколаєвка,ffff,Східний військовий округ.Тихоокеанський флот.7062-га авіаційна база
72-га окреми бригада підводних човнів,72th-Separate-Brigade-of-Submarines,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,м. Большой Камєнь,ffff,Східний військовий округ.Тихоокеанський флот.72-га окреми бригада підводних човнів
72-га ракетна бригада,72nd-missile-brigade,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Приморський край,смт. Смоляніново,ffff,Східний військовий округ.Тихоокеанський флот.72-га ракетна бригада
84-та бригада кораблів забезпечення,84th-brigade-of-security-ships,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Камчатський край,с. Завойко,ffff,Східний військовий округ.Тихоокеанський флот.84-та бригада кораблів забезпечення
865-й винищувальний авіаційний полк,865th-Separate-Fighter-Aviation-Regiment,Армійського підпорядкування,Тихоокеанський флот,Східний військовий округ,False,Невідомо,Камчатський край,м. Єлізово,ffff,Східний військовий округ.Тихоокеанський флот.865-й винищувальний авіаційний полк
,Management-of-the-44th-Training-Tank-Division,,,Центральний військовий округ,False,ffff,ffff,ffff,У 44 нта,Центральний військовий округ
,297th-Zenit-missile-brigade,,,Центральний військовий округ,False,в/ч 02030,Пензенська область,с. Леонідівка,297 зрбр,Центральний військовий округ.2-га гвардійська армія
15-та мотострілкова бригада,The-15th-Separate-Motorial-Brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,Yes,в/ч 90600,Самарська область,смт. Рощинський,15 омсбр,Центральний військовий округ.2-га гвардійська армія.15-та мотострілкова бригада
2-й полк РХБ захисту,2nd-Regiment-of-RCB-protection,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 18664,Самарська область,м. Самара,2 прхбз,Центральний військовий округ.2-га гвардійська армія.2-й полк РХБ захисту
21-ша  мотострілецька бригада,21st-Separate-Guards-Motorized-Rifle-Brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 12128,Оренбургська область,с. Тоцьке,21 гв омсбр(т),Центральний військовий округ.2-га гвардійська армія.21-ша  мотострілецька бригада
297-та зенитна ракетна бригада,297th-Zenit-missile-brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 02030,Пензенська область,с. Леонідівка,297 зрбр,Центральний військовий округ.2-га гвардійська армія.297-та зенитна ракетна бригада
30-та мотострілецька бригада,The-30th-Separate-Motorized-Rifle-Brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,Yes,в/ч 45863,Самарська область,смт. Рощинський,30 омсбр,Центральний військовий округ.2-га гвардійська армія.30-та мотострілецька бригада
31-ша  десантно-штурмова бригада,31st-Separate-Guards-Airborne-Assault-Brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,Yes,в/ч 73612,Ульяновська область,м. Ульянівськ,31 гв одшбр,Центральний військовий округ.2-га гвардійська армія.31-ша  десантно-штурмова бригада
385-та артилерійська бригада,385th-Guards-Artillery-Brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 32755,Оренбургська область,с. Тоцьке,385 гв абр,Центральний військовий округ.2-га гвардійська армія.385-та артилерійська бригада
39-й інженерно-саперний полк,39th-engineering-sapl,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 53701,Республіка Удмуртія,смт. Кізнер,39 ісп,Центральний військовий округ.2-га гвардійська армія.39-й інженерно-саперний полк
91-ша бригада управління,91st-management-brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 59292,Самарська область,м. Самара,91 бру,Центральний військовий округ.2-га гвардійська армія.91-ша бригада управління
92-га ракетна бригада,92nd-missile-brigade,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 30786,Оренбургська область,с. Тоцьке,92-га рбр,Центральний військовий округ.2-га гвардійська армія.92-га ракетна бригада
Управління 2-ї армії,Management-of-the-2nd-Army,Армійського підпорядкування,2-га гвардійська армія,Центральний військовий округ,False,в/ч 22223,Самарська область,м. Самара,У 2а,Центральний військовий округ.2-га гвардійська армія.Управління 2-ї армії
,55th-Motorized-Rifle-Brigade,,,Центральний військовий округ,False,в/ч 55115,Республіка Тува,м. Кизил,55 мсбр,Центральний військовий округ.41-ша армія
10-й полк РХБ захисту,The-10th-Regiment-of-RCB-Protection,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 55121,Алтайський край,с. Топчиха,10 прхбз,Центральний військовий округ.41-ша армія.10-й полк РХБ захисту
106-та бригада МТЗ,106th-MTZ-brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 72154,Кемеровська область,м. Юрга,106 брмтз,Центральний військовий округ.41-ша армія.106-та бригада МТЗ
119-та ракетна бригада,119th-missile-brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 49547,Свердловська область,смт. Єланський,122 рабр,Центральний військовий округ.41-ша армія.119-та ракетна бригада
120-та артилерійська бригада,120th-Artillery-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,Yes,в/ч 59361,Кемеровська область,м. Юрга,120 атбр,Центральний військовий округ.41-ша армія.120-та артилерійська бригада
24-й інженерно-саперний полк,24th-engineering-sapper-regiment,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,Невідомо,Республіка Тува,м. Кизил,24 исп,Центральний військовий округ.41-ша армія.24-й інженерно-саперний полк
35-та  мотострілецька бригада,35th-Separate-Guards-Motorized-Rifle-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,Yes,в/ч 41659,Алтайський край,м. Алейськ,35 огмсбр,Центральний військовий округ.41-ша армія.35-та  мотострілецька бригада
35-та бригада управління,35th-Management-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 57849,Новосибірська область,смт. Коченьово,35 бру,Центральний військовий округ.41-ша армія.35-та бригада управління
40-й інженерно-саперний полк,40th-engineering-sapper-regiment,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 14333,Тюменська область,м. Ішим,40 исп,Центральний військовий округ.41-ша армія.40-й інженерно-саперний полк
41-ша мотострілецька бригада,41st-Separate-Motorized-Rifle-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 55115,Республіка Тува,м. Кизил,41 омсбр,Центральний військовий округ.41-ша армія.41-ша мотострілецька бригада
55-та мотострілецька бригада,55th-Motorized-Rifle-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 55115,Республіка Тува,м. Кизил,55 мсбр,Центральний військовий округ.41-ша армія.55-та мотострілецька бригада
61-ша зенітна ракетна бригада,61st-anti-aircraft-missile-brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,False,в/ч 31466,Алтайський край,м. Бійськ,61 зенрбр,Центральний військовий округ.41-ша армія.61-ша зенітна ракетна бригада
74-та  мотострілецька бригада,74th-Separate-Guards-Motorized-Rifle-Brigade,Армійського підпорядкування,41-ша армія,Центральний військовий округ,Yes,в/ч 21005,Кемеровська область,м. Юрга,74 огмсбр,Центральний військовий округ.41-ша армія.74-та  мотострілецька бригада
Управління 41 армії,Management-of-41-armies,Армійського підпорядкування,41-ша армія,Центральний військовий округ,Yes,в/ч 64128,Новосибірська область,м. Новосибірськ,У 41 а,Центральний військовий округ.41-ша армія.Управління 41 армії
,149th-Motorized-Rifle-Regiment,,,Центральний військовий округ,False,в/ч 54306,Таджикістан,м. Душанбе,149 мсп,Центральний військовий округ.201-ша військова база
149-й мотострілецький полк,149th-Motorized-Rifle-Regiment,201-ша військова база,Окружного підпорядкування,Центральний військовий округ,False,в/ч 54306,Таджикістан,м. Душанбе,149 мсп,Центральний військовий округ.201-ша військова база.149-й мотострілецький полк
191-й мотострілецький полк,191th-Motorized-Rifle-Regiment,201-ша військова база,Окружного підпорядкування,Центральний військовий округ,False,в/ч 83364,Таджикістан,м. Курган-Тюбе,191 мсп,Центральний військовий округ.201-ша військова база.191-й мотострілецький полк
92-й мотострілецький полк,92th-Motorized-Rifle-Regiment,201-ша військова база,Окружного підпорядкування,Центральний військовий округ,False,в/ч 31691,Таджикістан,м. Душанбе,90 мсп,Центральний військовий округ.201-ша військова база.92-й мотострілецький полк
,2nd-Guards-Aviation-Bombing-Regiment,,,Центральний військовий округ,Yes,в/ч 69806,Челябінська область,м. Челябінськ,2 гвабп,Центральний військовий округ.21-ша авіаційна дивізія
2-й авіаційний бомбардувальний полк,2nd-Guards-Aviation-Bombing-Regiment,21-ша авіаційна дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 69806,Челябінська область,м. Челябінськ,2 гвабп,Центральний військовий округ.21-ша авіаційна дивізія.2-й авіаційний бомбардувальний полк
712-й винищувальний авіаційний полк,712th-Fighter-Aviation-Regiment,21-ша авіаційна дивізія,Окружного підпорядкування,Центральний військовий округ,False,в/ч 82873,Красноярський край,м. Канськ,712 вап,Центральний військовий округ.21-ша авіаційна дивізія.712-й винищувальний авіаційний полк
764-й винищувальний авіаційний полк,764th-Fighter-Aviation-Regiment,21-ша авіаційна дивізія,Окружного підпорядкування,Центральний військовий округ,False,в/ч 88503,Пермський край,м. Пермь,764 вап,Центральний військовий округ.21-ша авіаційна дивізія.764-й винищувальний авіаційний полк
,341th-radio-technical-regiment,,,Центральний військовий округ,False,в/ч 58133,Новосибірська область,м. Об,341 рап,Центральний військовий округ.41-ша дивізія ППО
1534-й зенітний ракетний полк,1534-anti-aircraft-missile-regiment,41-ша дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 25512,Іркутська область,м. Ангарськ,1534 зенрп,Центральний військовий округ.41-ша дивізія ППО.1534-й зенітний ракетний полк
341-й радіотехнічний полк,341th-radio-technical-regiment,41-ша дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 58133,Новосибірська область,м. Об,341 рап,Центральний військовий округ.41-ша дивізія ППО.341-й радіотехнічний полк
388-й зенітний ракетний полк,388th-Guards-anti-aircraft-missile-regiment,41-ша дивізія ППО,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 97646,Красноярський край,м. Ачинськ,388 гв зенрп,Центральний військовий округ.41-ша дивізія ППО.388-й зенітний ракетний полк
590-й ракетний полк,590th-missile-regiment,41-ша дивізія ППО,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 35730,Новосибірська область,м. Новосибірськ,590 рп,Центральний військовий округ.41-ша дивізія ППО.590-й ракетний полк
Управління 41-ї дивізії ППО,Management-of-the-41st-Air-Defense-Division,41-ша дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 29286,Новосибірська область,м. Об,У 41 дппо,Центральний військовий округ.41-ша дивізія ППО.Управління 41-ї дивізії ППО
,ffff,,,Центральний військовий округ,False,ffff,ffff,ffff,ffff,Центральний військовий округ.44-та учбова танкова дивізія
,185th-anti-aircraft-missile-regiment,,,Центральний військовий округ,False,в/ч 92851,Свердловська область,м. Екатеринбург,185 зенрп,Центральний військовий округ.76-та дивізія ППО
185-й зенітний ракетний полк,185th-anti-aircraft-missile-regiment,76-та дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 92851,Свердловська область,м. Екатеринбург,185 зенрп,Центральний військовий округ.76-та дивізія ППО.185-й зенітний ракетний полк
340-й радіотехнічний полк,340th-radio-technical-regiment,76-та дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 40278,Самарська область,смт. Мирний,ffff,Центральний військовий округ.76-та дивізія ППО.340-й радіотехнічний полк
511-й зенітний ракетний полк,511th-Guards-anti-aircraft-missile-Smolensk-Regiment,76-та дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 40218,Саратовська область,м. Єнгельс,511 газенрп,Центральний військовий округ.76-та дивізія ППО.511-й зенітний ракетний полк
568-й зенітний ракетний полк,568th-anti-aircraft-missile-regiment,76-та дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 28042,Самарська область,м. Самара,568 зенрп,Центральний військовий округ.76-та дивізія ППО.568-й зенітний ракетний полк
Управління 76-ї дивізії ППО,Management-of-the-76th-Air-Defense-Division,76-та дивізія ППО,Окружного підпорядкування,Центральний військовий округ,False,в/ч 34244,Самарська область,м. Самара,У 76 дппо,Центральний військовий округ.76-та дивізія ППО.Управління 76-ї дивізії ППО
,80th-tank-regiment,,,Центральний військовий округ,Yes,в/ч 87441,Челябінська область,м. Чебакуль,80 тп,Центральний військовий округ.90-та  танкова дивізія
228-й мотострілецький полк,228th-Motorized-Rifle-Regiment,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,False,в/ч 22316,Свердловська область,м. Екатеринбург,228 мсп,Центральний військовий округ.90-та  танкова дивізія.228-й мотострілецький полк
239-й танковий полк,239th-Guards-Tank-Regiment,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 89547,Челябінська область,м. Чебакуль,239 гв тп,Центральний військовий округ.90-та  танкова дивізія.239-й танковий полк
400-й самохідний артилерійський полк,The-400th-Self-Processed-Artillery-Regiment,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 15871,Челябінська область,м. Чебакуль,400 сап,Центральний військовий округ.90-та  танкова дивізія.400-й самохідний артилерійський полк
6-й танковий полк,6th-Guards-Tank-Regiment,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 93992,Челябінська область,м. Чебакуль,6 гв тп,Центральний військовий округ.90-та  танкова дивізія.6-й танковий полк
80-й танковий полк,80th-tank-regiment,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 87441,Челябінська область,м. Чебакуль,80 тп,Центральний військовий округ.90-та  танкова дивізія.80-й танковий полк
Управління 90-ї танкової дивізії,Management-of-the-90th-Tank-Division,90-та  танкова дивізія,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 86274,Челябінська область,м. Чебакуль,У 90 тд,Центральний військовий округ.90-та  танкова дивізія.Управління 90-ї танкової дивізії
1-ша мобільна бригада РХБ захисту,1st-mobile-brigade-RCB-protection,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 71432,Саратовська область,м. Шихани,1 мбррхбз,Центральний військовий округ.1-ша мобільна бригада РХБ захисту
105-та бригада МТО,105th-Separate-MTO-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 11386,Самарська область,м. Самара,105 обрмто,Центральний військовий округ.105-та бригада МТО
106-та бригада МТО,106th-Separate-MTO-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 72154,Кемеровська область,м. Юрга,106 обрмто,Центральний військовий округ.106-та бригада МТО
12-та  інженерна бригада,The-12th-Separate-Guards-Engineering-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 63494,Республіка Башкортостан,м. Алкіно-2,12 гв оибр,Центральний військовий округ.12-та  інженерна бригада
143-й авіаційний госпіталь,143rd-Aviation-Hospital,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Челябінська область,м. Трьохгорний-1,ffff,Центральний військовий округ.143-й авіаційний госпіталь
179-та бригада зв'язку,179th-communication-brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Свердловська область,м. Екатеринбург,197 брс,Центральний військовий округ.179-та бригада зв'язку
18-та бригада РЄБ,18th-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 41158,Свердловська область,м. Екатеринбург,18 бррєб,Центральний військовий округ.18-та бригада РЄБ
232-га реактивна артилерійська бригада,232th-jet-artillery-brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 31643,Челябінська область,м. Чебакуль,232 рабр,Центральний військовий округ.232-га реактивна артилерійська бригада
24-й ремонтно евакуаційний полк,24th-repair-evacuation-regiment,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Челябінська область,м. Южноуральськ,24 реп,Центральний військовий округ.24-й ремонтно евакуаційний полк
24-та бригада спеціального призначення,24th-Special-Purpose-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,Yes,в/ч 55433,Новосибірська область,м. Новосибірськ,24 обрСпН,Центральний військовий округ.24-та бригада спеціального призначення
28-ма зенітна ракетна бригада,28th-anti-aircraft-missile-brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 71316,Кіровська область,смт. Мирний,28 зенрбр,Центральний військовий округ.28-ма зенітна ракетна бригада
3-тя  бригада спеціального призначення,3rd-separate-Guards-Brigade-of-Special-Purpose,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,в/ч 08332,Самарська область,м. Тольятті,3 обрСпН,Центральний військовий округ.3-тя  бригада спеціального призначення
337-й вертолітний полк,337th-separate-helicopter-regiment,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Новосибірська область,м. Новосибірськ,ffff,Центральний військовий округ.337-й вертолітний полк
354-й військовий клінічний госпіталь,354th-Military-Clinical-Hospital,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Челябінська область,м. Челябінськ,ffff,Центральний військовий округ.354-й військовий клінічний госпіталь
39-та радіотехнічна бригада,39th-Separate-Radio-Technical-Brigade,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Оренбургська область,м. Оренбург,39 орабр,Центральний військовий округ.39-та радіотехнічна бригада
390-й транспортний авіаційний полк,390th-Separate-Transport-Aviation-Regiment,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Свердловська область,м. Екатеринбург,ffff,Центральний військовий округ.390-й транспортний авіаційний полк
425-й військовий госпіталь,425th-Military-Hospital,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Новосибірська область,м. Новосибірськ,ffff,Центральний військовий округ.425-й військовий госпіталь
426-й віськовий госпіталь,426th-Wisk-Hospital,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Самарська область,м. Самара,ffff,Центральний військовий округ.426-й віськовий госпіталь
428-й військовий госпіталь,428th-Military-Hospital,Армійського підпорядкування,Окружного підпорядкування,Центральний військовий округ,False,Невідомо,Саратовська область,м. Саратов,ffff,Центральний військовий округ.428-й військовий госпіталь
