Менші підрозділи,Unnamed: 1,"Роти, батареї","Батальйони, дивізіони",Unnamed: 4,unit_ru,unit_en,unit,uhit_short,division_ru,division_en,division,army_ru,army_en,army,district,main,mil_part,city,region,ru_s,ru_f,crimes,location,ua_f,ua_s,sourse
ffff,ffff,ffff,ffff,ffff,27-я отдельная береговая ракетная бригада,27-Separate-Coast-Missile-Brigade,27-ма берегова ракетна бригада,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,смт. Донське,Калінінградська область,54.9339607859838,19.97078177555721,,,,,
ffff,ffff,ffff,ffff,ffff,183-й гвардейский зенитный ракетный молодечненский ордена александра невского полк,183th-Guards-Anti-aircraft-Missile-Regiment,183-й зенітний ракетний полк,ffff,44-я дивизия ПВО,44th-PVO-Division,44-та дивізія ПВО,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Гвадрєйск,Калінінградська область,45.11260502137425,34.019497685901946,,,,,
ffff,ffff,ffff,ffff,ffff,1545-й зенитный ракетный полк,1545th-anti-aircraft-missile-regiment,1545-й зенітний ракетний полк,ffff,44-я дивизия ПВО,44th-PVO-Division,44-та дивізія ПВО,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,с. Кругловка,Калінінградська область,54.6930580863944,21.045690204866297,,,,,
ffff,ffff,ffff,ffff,ffff,81-й радиотехнический полк,81st-Radio-Engineering-Regiment,81-й радіотехнічнйи полк,ffff,44-я дивизия ПВО,44th-PVO-Division,44-та дивізія ПВО,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,смт. Переславське,Калінінградська область,54.8146706,20.2568066,,,,,
ffff,ffff,ffff,ffff,ffff,841-й отдельный центр рэб,841th-Separate-Center,841-й центр РЄБ,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,смт. Янтарний,Калінінградська область,54.866261,19.939123,,,,,
ffff,ffff,ffff,ffff,ffff,742-й гвардейский оршанский ордена александра невского центр связи балтийского флота,742th-Guards-Center-of-Communication,742-й центр зв'язку,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Калінінград,Калінінградська область,54.9350384,19.9611068,,,,,
ffff,ffff,ffff,ffff,ffff,"69-й отдельный гвардейский морской инженерный могилевский краснознамённый, ордена кутузова полк",69th-Separate-Guards-Marine-Engineering-Regiment,69-й  морський інженерний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Гвадрєйск,Калінінградська область,45.11260502137425,34.019497685901946,,,,,
ffff,ffff,ffff,ffff,ffff,561-й разведывательный центр разведки балтийского флота,561th-Intelligence-Center,561-й розвідувальний центр,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,смт. Парусне,Калінінградська область,54.7731144,20.0331689,,,,,
ffff,ffff,ffff,ffff,ffff,299-й учебный центр береговых войск балтийского флота,299th-training-center,299-й учбовий центр,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Гвадрєйск,Калінінградська область,45.11260502137425,34.019497685901946,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 11-го армійського корпусу,The-management-of-the-11th-Army-Corps,Управління 11-го армійського корпусу,ffff,ffff,Army-subordination,Армійського підпорядкування,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,Невідомо,м. Гусєв,Калінінградська область,54.5893412,22.1845173,Yes,Ізюм,37.26227080159677,49.20919508761779,https://twitter.com/JominiW/status/1535446538687856640
ffff,ffff,ffff,ffff,ffff,79-й гвардейский мотострелковый краснознамённый полк,79th-Guards-Motorized-Rifle-Regiment,79-й мотострілецький полк,79-й гв мсп,"18-я гвардейская мотострелковая Инстербургская Краснознамённая, ордена Суворова дивизия ",18th-Motorized-Division,18-та мотострілецька дивізія,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,в/ч 63940,м. Совєтск,Калінінградська область,55.0769895,21.8775852,,,,,
ffff,ffff,ffff,ffff,ffff,275-й гвардейский мотострелковый ордена суворова полк,275th-Guards-Motorized-Rifle-Regiment,275-й мотострілецький полк,ffff,"18-я гвардейская мотострелковая Инстербургская Краснознамённая, ордена Суворова дивизия ",18th-Motorized-Division,18-та мотострілецька дивізія,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,Невідомо,м. Гусєв,Калінінградська область,54.5893412,22.1845173,,,,,
ffff,ffff,ffff,ffff,ffff,280-й гвардейский мотострелковый ордена суворова полк,The-280th-Guards-Motorized-Rifle-Regiment,280-й мотострілецький полк,ffff,"18-я гвардейская мотострелковая Инстербургская Краснознамённая, ордена Суворова дивизия ",18th-Motorized-Division,18-та мотострілецька дивізія,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,Невідомо,м. Гусєв,Калінінградська область,54.5893412,22.1845173,,,,,
ffff,ffff,ffff,ffff,ffff,11-й танковый полк,11th-tank-regiment,11-й танковий полк,ffff,"18-я гвардейская мотострелковая Инстербургская Краснознамённая, ордена Суворова дивизия ",18th-Motorized-Division,18-та мотострілецька дивізія,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,в/ч 41611,м. Гусєв,Калінінградська область,54.5893412,22.1845173,,,,,
ffff,ffff,ffff,ffff,ffff,"244-я артиллерийская неманская краснознамённая, орденов суворова и кутузова бригада",244th-Artillery-Brigade,244-та артилерійська бригада,244 абр,ffff,Army-subordination,Армійського підпорядкування,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,в/ч 41603,м. Калінінград,Калінінградська область,54.9350384,19.9611068,,,,,
ffff,ffff,ffff,ffff,ffff,"152-я гвардейская ракетная брестско-варшавская, ордена ленина, краснознамённая, ордена кутузова бригада",152th-Guards-missile-brigade,152-га ракетна бригада, 152 гв рбр,ffff,Army-subordination,Армійського підпорядкування,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,в/ч 54229,м. Чєрняховськ,Калінінградська область,54.6362632,21.8175254,,,,,
ffff,ffff,ffff,ffff,ffff,"7-й отдельный гвардейский мотострелковый пролетарский московско-минский ордена ленина, дважды краснознамённый, орденов суворова и кутузова полк",7th-Separate-Guards-Motorized-Rifle-Regiment,7-й  мотострілецький полк,7 гв омсп,ffff,Army-subordination,Армійського підпорядкування,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,в/ч 06414,м. Калінінград,Калінінградська область,54.9350384,19.9611068,Yes,Україна,30.530483275709,50.4381873370737,https://t.me/rf200_nooow/1403
ffff,ffff,ffff,ffff,ffff,22-й отдельный гвардейский зенитный ракетный полк,22nd-separate-Guards-anti-aircraft-missile-regiment,22-й  зенітний ракетнйи полк,ffff,ffff,Army-subordination,Армійського підпорядкування,11-й армейский корпус,11th-Army-Corps,11-й армійський корпус,Західний військовий округ,Армія РФ,Невідомо,м. Калінінград,Калінінградська область,54.9350384,19.9611068,,,,,
ffff,ffff,ffff,ffff,ffff,121-й гвардейский тяжёлый бомбардировочный авиационный севастопольский краснознамённый полк,The-121st-Guards-Heavy-Bombardment-Aviation-Regiment,121-й важкий бомбардирувальний авіаційний полк,ffff,22-я гвардейская тяжёлая бомбардировочная авиационная дивизия,22nd-Guards-Heavy-Bombardment-Aviation-Division,22-га  важка бомбардирувальна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,в/ч 85927,м. Єнгельс,Саратовська область,51.4539997,46.0859048,Yes,Україна,30.530483275708928,50.43818733707297,
ffff,ffff,ffff,ffff,ffff,184-й тяжёлый бомбардировочный авиационный полк,184th-heavy-bombardment-Aviation-Regiment,184-й важкий бомбардирувальний авіаційний полк,ffff,22-я гвардейская тяжёлая бомбардировочная авиационная дивизия,22nd-Guards-Heavy-Bombardment-Aviation-Division,22-га  важка бомбардирувальна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Єнгельс,Саратовська область,51.4539997,46.0859048,Yes,Україна,30.53048327570894,50.43818733707308,
ffff,ffff,ffff,ffff,ffff,52-й гвардейский тяжёлый бомбардировочный авиационный полк,52nd-Guards-heavy-bombardment-Aviation-Regiment,52-й важкий бомбардирувальний авіаційний полк,ffff,22-я гвардейская тяжёлая бомбардировочная авиационная дивизия,22nd-Guards-Heavy-Bombardment-Aviation-Division,22-га  важка бомбардирувальна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,в/ч 33310,смт. Шайковка,Калузька область,54.2463024095394,34.37617104879229,,,,,
ffff,ffff,ffff,ffff,ffff,40-й смешанный авиационный полк,40th-Aviation-Regiment,40-й авіаційни полк,ffff,22-я гвардейская тяжёлая бомбардировочная авиационная дивизия,22nd-Guards-Heavy-Bombardment-Aviation-Division,22-га  важка бомбардирувальна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,в/ч 36097,м. Олєнєгорск,Мурманська область,68.147563,33.2554913,,,,,
ffff,ffff,ffff,ffff,ffff,81-й военно-транспортный авиационный полк ,81st-Military-Transport-Aviation-Regiment,81-й військово-транспортний авіаційний полк,ffff,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Іваново,Іванівська область,57.0043037,40.974044250000006,,,,,
ffff,ffff,ffff,ffff,ffff,117-й военно-транспортный авиационный берлинский ордена кутузова полк,117th-Military-Transport-Aviation-Regiment,117-й військово-транспортний авіаційний полк,ffff,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Оренбург,Оренбургська область,51.7940358,55.1507793,Yes,Україна,30.530483275708928,50.43818733707295,
ffff,ffff,ffff,ffff,ffff,96-й гвардейский военно-транспортный авиационный полк,96th-Guards-Military-Transport-Aviation-Regiment,96-й військово транспортний авіаційни полк,ffff,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Тверь,Тверська область,58.0608999,37.116235758106384,,,,,
ffff,ffff,ffff,ffff,ffff,566-й военно-транспортный авиационный солнечногорский краснознамённый ордена кутузова полк,556th-Military-Transport-Aviation-Regiment,556-й військово-транспортний авіаційний полк,ffff,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,41495,м. Сєща,Брянська область,53.716034,33.388992,Yes,Україна,30.530483275708992,50.43818733707358,
ffff,ffff,ffff,ffff,ffff,76-я отдельная гвардейская военно-транспортная авиационная ленинградская краснознамённая эскадрилья,76th-Separate-Military-Transport-Aviation-Brigade,76-та військово транспортна авіаційна бригада,ffff,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Тверь,Тверська область,58.0608999,37.116235758106384,,,,,
ffff,ffff,ffff,ffff,ffff,196-й гвардейский военно-транспортный авиационный полк,196th-Military-Transport-Aviation-Regiment,196-й військово-транспортний авіаційний полк,196 втап,12-я военно-транспортная авиационная дивизия,12th-Military-Transport-Aviation-Division,12-та військово-транспортна авіаційна дивізія,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,в/ч 41486,смт. Мігалово,Тверська область,56.83727339177033,35.76164937745393,Yes,Україна,30.530483275708946,50.4381873370731,
ffff,ffff,ffff,ffff,ffff,334-й берлинский краснознаменный военно-транспортный авиационный полк,334th-Military-Transport-Aviation-Regiment,334-й військово-транспортний авіаційни полк,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,м. Псков,Псковська область,57.8173923,28.3343465,,,,,
ffff,ffff,ffff,ffff,ffff,203-й отдельный гвардейский авиационный орловский полк самолётов-заправщиков,203th-Separate-Guards-Aviyai-Regiment,203-й  авійаціний полк,ffff,ffff,Army-subordination,Армійського підпорядкування,Окружного підпорядкування,District-subordination,Окружного підпорядкування,Західний військовий округ,Армія РФ,Невідомо,Аєродром Дягілєво,Московська область,54.65338295695236,39.63727391862786,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 1-ї армії,Management-of-the-1st-Army,Управління 1-ї армії,ffff,ffff,Army-subordination,Армійського підпорядкування,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,Невідомо,м. Балашиха,Московська область,55.77673261431229,37.97737747541313,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 4-ї дивізії ППО,Management-of-the-4th-Air-Defense-Division,Управління 4-ї дивізії ППО,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 52116,м. Долгопрудний,Московська область,55.950445079852,37.50392120572637,,,,,
ffff,ffff,ffff,ffff,ffff,93-й гвардейский зенитный ракетный краснознамённый полк,93rd-Guards-Anti-aircraft-Missile-Regiment,93-й зенітний ракетний полк,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 51916,с. Фуньково,Московська область,55.79187412051557,36.84461388656466,,,,,
ffff,ffff,ffff,ffff,ffff,210-й зенитный ракетный ордена красной звезды полк,210th-Grain-Missile-Regiment,210-й зернітний ракетний полк,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 51890,с. Дубровка,Московська область,53.6917522,33.4982099,,,,,
ffff,ffff,ffff,ffff,ffff,584-й гвардейский зенитный ракетный полк,584th-Guards-anti-aircraft-missile-regiment,584-й зенітний ракетний полк,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 62845,с. Марьіно,Московська область,55.7143475,36.89165864894825,,,,,
ffff,ffff,ffff,ffff,ffff,612-й гвардейский зенитный ракетный киевский трижды краснознаменный орденов александра суворова и богдана хмельницкого полк ,612th-Guards-anti-aircraft-missile-regiment,612-й зенітний ракетний полк,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 92925,с. Глаголєво,Московська область,55.479758707469394,36.99977574701084,,,,,
ffff,ffff,ffff,ffff,ffff,25-й радиотехнический полк,25th-radio-technical-regiment,25-й радіотехнічний полк,ffff,4-я дивизия ПВО имени Героя Советского Союза генерал-лейтенанта Б. П. Кирпикова,4th-air-defense-division,4-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 86655,с. Нєстрєрово,Московська область,54.6391411,22.5621624,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 5-ї дивізії ППО,Management-of-the-5th-Air-Defense-Division,Управління 5-ї дивізії ППО,ffff,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 52096,м. Відноє,Московська область,55.54936873583858,37.68756749834853,,,,,
ffff,ffff,ffff,ffff,ffff,9-й радиотехнический полк ,9th-radio-technical-regiment,9-й радіотехнічний полк,9 радп,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 51858,смт. Міхнєво-3,Московська область,55.12722348829852,37.95145930421205,,,,,
ffff,ffff,ffff,ffff,ffff,549-й зенитный ракетный краснознаменный полк ,549th-anti-aircraft-missile-regiment,549-й зенітний ракетний полк,ffff,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 61991,смт. Курілово,Московська область,56.0934829,36.9127622,,,,,
ffff,ffff,ffff,ffff,ffff,606-й гвардейский зенитный ракетный краснознаменный полк ,606th-Guards-anti-aircraft-missile-regiment,606-й зенітний ракетнйи полк,ffff,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 61996,с. Електросталь,Московська область,55.7671289,38.37910981109644,,,,,
ffff,ffff,ffff,ffff,ffff,614-й гвардейский зенитный ракетный венский краснознаменный орденов кутузова 3-й степени и александра невского полк,614th-Guards-anti-aircraft-missile-regiment,614-й зенітний ракетнйи полк,ffff,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 92574,с. Пестово,Московська область,58.6060795,35.8397254,,,,,
ffff,ffff,ffff,ffff,ffff,"629-й гвардейский зенитный ракетный бобруйско-берлинский краснознамённый орденов кутузова, богдана хмельницкого и александра невского полк",629th-Guards-anti-aircraft-missile-regiment,629-й зенітний ракетнйи полк,ffff,5-я дивизия ПВО ,5th-air-defense-division,5-та дивізія ППО,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 51857,с. Каблуково,Московська область,56.02247143067786,38.1650083653519,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 9-ї дивізії протиракетної оборони,Management-of-the-9th-Anti-Prace-Defense-Division,Управління 9-ї дивізії протиракетної оборони,ffff,9-я дивизия противоракетной обороны ,9th-Anti-rocket-Division,9-та протиракетна дивізія,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 75555,смт. Софріно,Московська область,56.14540934058084,37.932070323557205,,,,,
ffff,ffff,ffff,ffff,ffff,34-й полк связи,34th-Regiment-of-Communication,34-й полк зв'язку,ffff,9-я дивизия противоракетной обороны ,9th-Anti-rocket-Division,9-та протиракетна дивізія,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 12517,м. Клін,Московська область,56.33614165,36.735779169940415,,,,,
ffff,ffff,ffff,ffff,ffff,1876-я техническая база,1876-​​and-technical-base,1876-та технічна база,ffff,9-я дивизия противоракетной обороны ,9th-Anti-rocket-Division,9-та протиракетна дивізія,1-я ордена Ленина армия противовоздушной и противоракетной обороны особого назначения ,1st-Army-of-Air-Defense,1-ша армія протиповітряної оборони,Західний військовий округ,Армія РФ,в/ч 02014,с. Порядіно,Московська область,55.318254370210745,36.51990287457997,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 105-ї авіаційної дивізії,Management-of-the-105th-Aviation-Division,Управління 105-ї авіаційної дивізії,ffff,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,Невідомо,м. Санкт-Петербург,Ленінградська область,59.853953,30.4981555,,,,,
ffff,ffff,ffff,ffff,ffff,"14-й гвардейский истребительный авиационный ленинградский краснознамённый, ордена суворова полк имени а. а. жданова ",14th-Guards-Fighter-Aviation-Regiment,14-й винищувальний авіаційни полк,14 гв иап,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,Невідомо,м. Вороніж,Воронезька область,51.67634597908615,39.17866819583256,,,,,
ffff,ffff,ffff,ffff,ffff,159-й гвардейский истребительный авиационный новороссийский краснознамённый ордена суворова полк,159th-Guards-Fighter-Aviation-Regiment,159-й винищувальний авіаційни полк,159-й гв иап,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 52906,с. Бєсовєц,Республіка Карелія,61.864641247609526,34.156576582352564,,,,,
ffff,ffff,ffff,ffff,ffff,790-й истребительный авиационный ордена кутузова полк,790th-Fighter-Air-Regiment,790-й винищувальний авіаціний полк,790-й иап,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,Невідомо,с. Хотілово,Тверська область,57.724281,34.080532,,,,,
ffff,ffff,ffff,ffff,ffff,47-й отдельный смешанный авиационный полк,47th-Separate-Aviation-Regiment,47-й авіаційний полк,ffff,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,Невідомо,м. Вороніж,Воронезька область,51.67634597908615,39.17866819583256,,,,,
ffff,ffff,ffff,ffff,ffff,899-й гвардейский штурмовой авиационный оршанский дважды краснознамённый ордена суворова полк имени ф. э. дзержинского,899th-Guards-Storm-Aviation-Regiment,899-й гвардіський штурмовий авіаційний полк,ffff,"105-я гвардейская сме́шанная авиацио́нная Борисовская Померанская дважды Краснознамённая, ордена Суворова диви́зия",105th-Guards-Mixed-Aviation-Division,105-та  змішана авіаційна дивізія,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,Невідомо,с. Бутурліновка,Воронезька область,50.828491,40.587322,,,,,
ffff,ffff,ffff,ffff,ffff,Управління 2-ї дивізії ППО,Management-of-the-2nd-Air-Defense-Division,Управління 2-ї дивізії ППО,ffff,2-я Краснознамённая дивизия ПВО,2nd-air-defense-division,2-га дивізія ППО,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 10953,смт. Хвойний,Ленінградська область,59.6741408,30.0652254,,,,,
ffff,ffff,ffff,управление,ffff,333-й радіотехнічний полк,333th-radio-technical-regiment,333-й радіотехнічний полк,333 радп,32-я дивизия ПВО имени трижды Героя Советского Союза маршала авиации А. И. Покрышкина.,32nd-air-defense-division,32-га дивізія ППО,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 17646,смт. Хвойний,Ленінградська область,59.6741408,30.0652254,,,,,
ffff,ffff,ffff,ffff,ffff,42-й гвардейский зенитный ракетный путиловско-кировский ордена ленина полк пво,42nd-Guards-Anti-aircraft-Missile-Regiment,42-й зенітний ракетний полк,ffff,32-я дивизия ПВО имени трижды Героя Советского Союза маршала авиации А. И. Покрышкина.,32nd-air-defense-division,32-га дивізія ППО,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 45813,м. Валдай,Новгородська область,57.9791414,33.2537994,,,,,
ffff,ffff,ffff,ffff,ffff,108-й зенитный ракетный тульский полк,108th-anti-aircraft-missile-regiment,108-й зенітний ракетнйи полк,ffff,32-я дивизия ПВО имени трижды Героя Советского Союза маршала авиации А. И. Покрышкина.,32nd-air-defense-division,32-га дивізія ППО,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 51025,м. Москва,Московська область,55.4114045,37.582203583430186,,,,,
ffff,ffff,ffff,ffff,ffff,335-й краснознамённый радиотехнический полк,335th-radio-technical-regiment,335-й радіотехнічний полк,335 радп,32-я дивизия ПВО имени трижды Героя Советского Союза маршала авиации А. И. Покрышкина.,32nd-air-defense-division,32-га дивізія ППО,6-я Ленинградская Краснознамённая армия ВВС и ПВО,The-6th-Army-of-Air-Force-and-Air-Defense,6-та армія ВВс та ППО,Західний військовий округ,Армія РФ,в/ч 18401,м. Ярославль,Ярославська область,57.63760375,39.87383235077001,,,,,
